ID,N,gap,Length_before,Length_after,Year,cluster,previous,Country
LT909544,0,14,NA,NA,2018,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,NA
JQ685899,0,14,NA,NA,2009,Cosmopolitan_A1.3.1,Cosmopolitan AM2b,NA
JQ685943,0,12,NA,NA,2009,Cosmopolitan_A1.3.1,Cosmopolitan AM2b,NA
AB517659,0,134,NA,NA,2012,Cosmopolitan_A1.3.2,Cosmopolitan AM3a,NA
KC737850,0,134,NA,NA,2011,Cosmopolitan_A1.3.2,Cosmopolitan AM3a,NA
KX148214,0,134,NA,NA,1995,Cosmopolitan_A1.3.2,Cosmopolitan AM3a,NA
KX148215,0,134,NA,NA,1995,Cosmopolitan_A1.3.2,Cosmopolitan AM3a,NA
KX148216,0,134,NA,NA,1986,Cosmopolitan_A1.3.2,Cosmopolitan AM3a,NA
AB362483,0,134,NA,NA,2009,Cosmopolitan_A1.3.2,Cosmopolitan AM3b,NA
AB517660,0,134,NA,NA,2012,Cosmopolitan_A1.3.2,Cosmopolitan AM3b,NA
KM594039,0,135,NA,NA,2009,Cosmopolitan_A1.3.2,Cosmopolitan AM3b,NA
KX148217,0,133,NA,NA,1986,Cosmopolitan_A1.3.2,Cosmopolitan AM3b,NA
JQ685894,0,15,NA,NA,1994,Cosmopolitan_A1.3,Cosmopolitan AM4,NA
JQ685970,0,14,NA,NA,1974,Cosmopolitan_A1.3,Cosmopolitan AM4,NA
JQ944705,0,135,NA,NA,2008,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KC252633,0,138,NA,NA,2011,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KC595280,0,212,NA,NA,2011,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KC595281,0,209,NA,NA,2011,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KC595282,1,209,NA,NA,2011,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KC595283,0,212,NA,NA,2011,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KM016899,0,136,NA,NA,2014,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KP997032,0,135,NA,NA,2014,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
KT728348,0,135,NA,NA,2003,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
KT728349,0,135,NA,NA,2003,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
KX148159,0,135,NA,NA,1974,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
KY649620,0,136,NA,NA,2018,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
MF172976,0,153,NA,NA,2018,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
MF197741,0,135,NA,NA,2008,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
MH267792,0,135,NA,NA,2017,Cosmopolitan_B1.1,Cosmopolitan CA1,NA
MK760700,0,214,NA,NA,2012,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760706,0,214,NA,NA,2012,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760707,0,214,NA,NA,2012,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760712,0,214,NA,NA,2013,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760723,0,214,NA,NA,2013,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760731,0,214,NA,NA,2014,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760734,0,214,NA,NA,2013,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760744,0,214,NA,NA,2014,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760753,0,214,NA,NA,2014,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
MK760755,0,214,NA,NA,2014,Cosmopolitan CA1_A1,Cosmopolitan CA1,NA
JQ944706,0,135,NA,NA,2008,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
KF155000,0,135,NA,NA,2010,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
KX148212,0,135,NA,NA,1993,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
KY860610,0,135,NA,NA,2001,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760675,0,214,NA,NA,2008,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760676,0,214,NA,NA,2009,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760679,0,214,NA,NA,2008,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760682,0,214,NA,NA,2009,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760684,0,214,NA,NA,2009,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760690,0,214,NA,NA,2010,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760747,0,214,NA,NA,2014,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760756,0,214,NA,NA,2014,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760757,0,214,NA,NA,2014,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760760,0,214,NA,NA,2014,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
MK760766,0,214,NA,NA,2015,Cosmopolitan CA2_A1,Cosmopolitan CA2,NA
JQ944708,0,144,NA,NA,2008,Cosmopolitan_B1,Cosmopolitan CA3,NA
KX148160,0,135,NA,NA,1991,Cosmopolitan_B1,Cosmopolitan CA3,NA
MK598338,0,154,NA,NA,2006,Cosmopolitan_B1,Cosmopolitan CA3,NA
MK598339,0,154,NA,NA,2007,Cosmopolitan_B1,Cosmopolitan CA3,NA
MK598340,0,154,NA,NA,2007,Cosmopolitan_B1,Cosmopolitan CA3,NA
MK598341,0,154,NA,NA,2008,Cosmopolitan_B1,Cosmopolitan CA3,NA
MK598342,0,154,NA,NA,2009,Cosmopolitan_B1,Cosmopolitan CA3,NA
KX148113,0,135,NA,NA,1991,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148114,0,135,NA,NA,1995,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148115,0,135,NA,NA,1996,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148116,0,135,NA,NA,1996,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148117,0,135,NA,NA,1997,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148118,0,135,NA,NA,1994,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148119,0,136,NA,NA,1993,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148120,0,136,NA,NA,1993,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148121,0,136,NA,NA,1993,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148122,0,135,NA,NA,1991,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148123,0,135,NA,NA,1991,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148124,0,135,NA,NA,1991,Cosmopolitan CE_A1,Cosmopolitan CE,NA
LT909547,0,135,NA,NA,2018,Cosmopolitan CE_A1,Cosmopolitan CE,NA
MF197742,0,135,NA,NA,2014,Cosmopolitan CE_A1,Cosmopolitan CE,NA
MG458306,0,135,NA,NA,2018,Cosmopolitan CE_A1,Cosmopolitan CE,NA
KX148136,0,136,NA,NA,1993,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148137,0,136,NA,NA,1993,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148138,0,136,NA,NA,1993,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148139,0,136,NA,NA,1993,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148140,0,135,NA,NA,1986,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148141,0,135,NA,NA,1992,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148142,0,135,NA,NA,1994,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148143,0,138,NA,NA,1993,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148144,0,135,NA,NA,1994,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148145,0,135,NA,NA,1986,Cosmopolitan EE_A1,Cosmopolitan EE,NA
MG458311,0,135,NA,NA,1998,Cosmopolitan EE_A1,Cosmopolitan EE,NA
MK598343,0,154,NA,NA,2008,Cosmopolitan EE_A1,Cosmopolitan EE,NA
MK598344,0,154,NA,NA,2009,Cosmopolitan EE_A1,Cosmopolitan EE,NA
MK598345,0,154,NA,NA,2010,Cosmopolitan EE_A1,Cosmopolitan EE,NA
MK598398,0,156,NA,NA,1996,Cosmopolitan EE_A1,Cosmopolitan EE,NA
KX148168,0,135,NA,NA,1987,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148169,0,135,NA,NA,1990,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148170,0,135,NA,NA,1990,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148171,0,135,NA,NA,1991,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148172,0,135,NA,NA,1987,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148173,0,135,NA,NA,1997,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148174,0,135,NA,NA,1998,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148175,0,135,NA,NA,1998,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148176,0,135,NA,NA,2004,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148177,0,135,NA,NA,1996,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148178,0,135,NA,NA,1996,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148179,0,135,NA,NA,1996,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148180,0,135,NA,NA,1993,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148181,0,135,NA,NA,1996,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148182,0,135,NA,NA,1996,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148183,0,135,NA,NA,1993,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148184,0,135,NA,NA,1996,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KX148185,0,135,NA,NA,1996,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
KX148186,0,135,NA,NA,1984,Cosmopolitan_E1,Cosmopolitan ME1a,NA
KX148187,0,135,NA,NA,1996,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
KX148188,0,135,NA,NA,1991,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
KX148189,0,135,NA,NA,1985,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
KX148190,0,135,NA,NA,1976,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
KY860604,0,135,NA,NA,2000,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KY860605,0,135,NA,NA,2001,Cosmopolitan_F1,Cosmopolitan ME1a,NA
KY860606,0,135,NA,NA,2001,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
KY860611,0,135,NA,NA,2001,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
LT909526,0,135,NA,NA,2018,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
LT909533,0,135,NA,NA,2018,Cosmopolitan_D1,Cosmopolitan ME1a,NA
LT909540,0,135,NA,NA,2018,Cosmopolitan_D1,Cosmopolitan ME1a,NA
MK760667,0,214,NA,NA,2008,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760668,0,214,NA,NA,2008,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760669,0,214,NA,NA,2008,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760670,0,214,NA,NA,2008,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,NA
MK760671,0,214,NA,NA,2008,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760672,0,214,NA,NA,2008,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760673,0,214,NA,NA,2008,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760674,0,214,NA,NA,2008,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,NA
MK760677,0,214,NA,NA,2009,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760678,0,214,NA,NA,2009,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760680,0,214,NA,NA,2008,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
MK760681,0,214,NA,NA,2009,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760683,0,214,NA,NA,2009,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760685,0,215,NA,NA,2009,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760686,0,214,NA,NA,2009,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760687,0,214,NA,NA,2009,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
MK760688,0,214,NA,NA,2009,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760689,0,214,NA,NA,2010,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760691,0,214,NA,NA,2009,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
MK760692,0,214,NA,NA,2009,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760693,0,214,NA,NA,2009,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760694,0,214,NA,NA,2009,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,NA
MK760695,0,214,NA,NA,2011,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760696,0,214,NA,NA,2012,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760697,0,214,NA,NA,2012,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760698,0,214,NA,NA,2012,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760699,0,214,NA,NA,2012,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760701,0,214,NA,NA,2012,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760703,0,214,NA,NA,2012,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760704,0,214,NA,NA,2012,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760705,0,214,NA,NA,2012,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760708,0,214,NA,NA,2012,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760709,0,214,NA,NA,2012,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760710,0,214,NA,NA,2013,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760713,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760715,0,214,NA,NA,2013,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760716,0,214,NA,NA,2013,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760719,0,214,NA,NA,2013,Cosmopolitan_A1.1.2,Cosmopolitan ME1a,NA
MK760720,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760721,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760722,0,214,NA,NA,2013,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760724,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,NA
MK760725,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760726,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760727,0,214,NA,NA,2013,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760728,0,214,NA,NA,2014,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760732,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760733,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760736,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,NA
MK760737,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,NA
MK760738,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760739,0,214,NA,NA,2013,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760740,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.1,Cosmopolitan ME1a,NA
MK760741,0,214,NA,NA,2013,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760742,0,214,NA,NA,2014,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760745,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760748,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760749,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760750,0,214,NA,NA,2014,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760751,0,214,NA,NA,2014,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760752,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760754,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760758,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.1.1,Cosmopolitan ME1a,NA
MK760759,0,214,NA,NA,2014,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760762,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760763,0,214,NA,NA,2014,Cosmopolitan ME1a_A1,Cosmopolitan ME1a,NA
MK760764,0,214,NA,NA,2014,Cosmopolitan_E1,Cosmopolitan ME1a,NA
MK760765,0,214,NA,NA,2014,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MK760767,0,214,NA,NA,2015,Cosmopolitan ME1a_A1.2,Cosmopolitan ME1a,NA
MN534896,0,135,NA,NA,2018,Cosmopolitan_D1,Cosmopolitan ME1a,NA
MN534897,0,135,NA,NA,2018,Cosmopolitan_D1,Cosmopolitan ME1a,NA
KX148191,0,134,NA,NA,1993,Cosmopolitan_A1.1.2,Cosmopolitan ME1b,NA
KX148192,0,134,NA,NA,1993,Cosmopolitan_A1.1.2,Cosmopolitan ME1b,NA
KX148162,0,135,NA,NA,1993,Cosmopolitan ME2_A1,Cosmopolitan ME2,NA
KX148163,0,135,NA,NA,1993,Cosmopolitan ME2_A1,Cosmopolitan ME2,NA
KX148164,0,135,NA,NA,1993,Cosmopolitan ME2_A1,Cosmopolitan ME2,NA
KX148165,0,135,NA,NA,1993,Cosmopolitan ME2_A1,Cosmopolitan ME2,NA
KX148166,0,135,NA,NA,1993,Cosmopolitan ME2_A1,Cosmopolitan ME2,NA
KX148167,0,135,NA,NA,1993,Cosmopolitan ME2_A1,Cosmopolitan ME2,NA
KY860583,0,135,NA,NA,1999,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860584,0,135,NA,NA,1999,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860585,0,135,NA,NA,2001,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860586,0,135,NA,NA,2001,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860587,0,135,NA,NA,2001,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860588,0,135,NA,NA,2004,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860589,0,135,NA,NA,2006,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860590,0,135,NA,NA,2007,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860591,0,135,NA,NA,2008,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860592,0,135,NA,NA,2009,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860593,0,135,NA,NA,2010,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860594,0,135,NA,NA,2012,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860595,0,135,NA,NA,2012,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860596,0,135,NA,NA,2014,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860597,0,135,NA,NA,2014,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860598,0,135,NA,NA,2014,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860599,0,135,NA,NA,2014,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860600,0,135,NA,NA,2014,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860601,0,135,NA,NA,2014,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860602,0,135,NA,NA,2014,Cosmopolitan ME2_B1,Cosmopolitan ME2,NA
KY860603,0,135,NA,NA,2015,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860607,0,135,NA,NA,2001,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860608,0,135,NA,NA,2001,Cosmopolitan ME2_A1.1.1,Cosmopolitan ME2,NA
KY860609,0,135,NA,NA,2001,Cosmopolitan ME2_A1,Cosmopolitan ME2,NA
KY860612,0,135,NA,NA,1989,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
MK760711,0,214,NA,NA,2013,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
MK760714,0,214,NA,NA,2013,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
MK760717,0,214,NA,NA,2013,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
MK760718,0,214,NA,NA,2013,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
MK760730,0,214,NA,NA,2014,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
MK760743,0,214,NA,NA,2014,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
MK760746,0,214,NA,NA,2014,Cosmopolitan ME2_A1.1,Cosmopolitan ME2,NA
JQ944704,0,135,NA,NA,2009,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
KF154997,0,135,NA,NA,2013,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
KX148146,0,135,NA,NA,1993,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
KX148147,0,135,NA,NA,1988,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
KX148148,0,135,NA,NA,1992,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
KX148149,0,135,NA,NA,1991,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
KX148150,0,135,NA,NA,1986,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
KX148151,0,135,NA,NA,1996,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
KX148152,0,135,NA,NA,1996,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
KX148153,0,135,NA,NA,1996,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
KX148154,0,135,NA,NA,1997,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
KX148155,0,135,NA,NA,1993,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
KX148156,0,135,NA,NA,1991,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
KX148157,0,135,NA,NA,1993,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
KX148158,0,135,NA,NA,1993,Cosmopolitan NEE_A1,Cosmopolitan NEE,NA
LT909532,0,135,NA,NA,2018,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
LT909537,0,135,NA,NA,2018,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
LT909538,0,135,NA,NA,2018,Cosmopolitan NEE_A1.2,Cosmopolitan NEE,NA
MF197743,0,135,NA,NA,2010,Cosmopolitan NEE_A1.1,Cosmopolitan NEE,NA
MK598346,0,154,NA,NA,2010,Cosmopolitan NEE_A1.1,Cosmopolitan NEE,NA
MK598347,0,154,NA,NA,2016,Cosmopolitan NEE_A1.1,Cosmopolitan NEE,NA
MK598348,0,154,NA,NA,2017,Cosmopolitan NEE_A1.1,Cosmopolitan NEE,NA
MK598349,0,154,NA,NA,2017,Cosmopolitan NEE_A1.1,Cosmopolitan NEE,NA
MK598350,0,154,NA,NA,2017,Cosmopolitan NEE_A1.1,Cosmopolitan NEE,NA
MK598351,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598352,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598353,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598354,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598355,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598356,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598357,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598358,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598359,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598360,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598361,0,154,NA,NA,2013,Cosmopolitan NEE_A1.1.1,Cosmopolitan NEE,NA
MK598362,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598363,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598364,0,154,NA,NA,2013,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598365,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598366,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598367,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598368,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598369,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598370,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598371,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598372,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598373,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598374,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598375,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598376,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598377,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598378,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598379,0,154,NA,NA,2014,Cosmopolitan NEE_B1,Cosmopolitan NEE,NA
MK598380,0,154,NA,NA,2013,Cosmopolitan NEE_C1,Cosmopolitan NEE,NA
MK598381,0,154,NA,NA,2013,Cosmopolitan NEE_A1.1.1,Cosmopolitan NEE,NA
