sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	Notes
AY353900	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	1422	United States	filled in	Alaska	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes lagopus	filled in		no	no	15650080	unchanged	
EF178198	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	853	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N1166	Canada	filled in	Puvirnituq	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178194	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	823	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N2909	Canada	filled in	Cartwright	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
DQ280341	AL_Arctic	Arctic	IND	India	-	-	-	2005	750	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	16504574	unchanged	
DQ280343	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	742	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	16504574	unchanged	
DQ280339	AL_Arctic	Arctic	IND	India	-	-	-	2005	741	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	16504574	unchanged	
DQ784817	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2006	725	05-Aug-06	14-Jul-16	Canis familiaris	-	SRV BNG1	India	unchanged	Karnataka	filled in	2007	filled in	2007	filled in	2007	updated	Canis familiaris	unchanged		no	no	-	unchanged	Found by googling
DQ784818	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2006	725	05-Aug-06	14-Jul-16	Canis familiaris	-	SRV BNG2	India	unchanged	Karnataka	filled in	2006	filled in	2006	filled in	2006	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
DQ280333	AL_Arctic	Arctic	IND	India	-	-	-	2005	721	28-Dec-05	26-Jul-16	-	-	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	-	unchanged	
DQ280346	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	711	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	16504574	unchanged	
DQ280340	AL_Arctic	Arctic	IND	India	-	-	-	2005	705	28-Dec-05	26-Jul-16	-	16504574	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	16504574	unchanged	
KC887341	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	701	19-Jun-13	19-Jun-13	Felis catus	-	KVAFSU_BNG_RB-02	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Felis catus	unchanged		no	no	-	unchanged	
EF178151	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N2909	Canada	filled in	Cartwright	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178152	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N3548	Canada	filled in	Cartwright	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178153	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N9337	Canada	filled in	Port Saunders	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178154	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N9406	Canada	filled in	St. Paul's	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178155	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N0132	Canada	filled in	St. Paul's	filled in	2003	filled in	2003	filled in	2003	updated	Felis catus	updated		no	no	-	unchanged	
EF178156	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N0352	Canada	filled in	Sop's Arm	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178157	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N1834	Canada	filled in	Sop's Arm	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178158	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N1883	Canada	filled in	Pynn's Brook	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178159	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N2570	Canada	filled in	Bellburns	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178160	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N2586	Canada	filled in	Daniel's Harbour	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178162	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N2634	Canada	filled in	Daniel's Harbour	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178164	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N2792	Canada	filled in	Cormack	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178166	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N3361	Canada	filled in	St. Paul's	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178167	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N3362	Canada	filled in	Corner Brook	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178168	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N3363	Canada	filled in	Cormack	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178170	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4056	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178171	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4057	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178172	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4058	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178173	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	700	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4923	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
EF178163	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	699	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N2718	Canada	filled in	Daniel's Harbour	filled in	2003	filled in	2003	filled in	2003	updated	Ovine	updated	Ovine	no	no	-	unchanged	
EF178165	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	699	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N2795	Canada	filled in	Daniel's Harbour	filled in	2003	filled in	2003	filled in	2003	updated	Ovine	updated	Ovine	no	no	-	unchanged	
EF178169	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	699	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N3532	Canada	filled in	Daniel's Harbour	filled in	2003	filled in	2003	filled in	2003	updated	Ovine	updated	Ovine	no	no	-	unchanged	
DQ255915	AL_Arctic_AL1b	Arctic AL1b	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R2	India	unchanged	Ludhiana	filled in	2001	filled in	2001	filled in	2001	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255916	AL_Arctic	Arctic	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R3	India	unchanged	Sangrur	filled in	2001	filled in	2001	filled in	2001	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255917	AL_Arctic	Arctic	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R4	India	unchanged	Sangrur	filled in	2001	filled in	2001	filled in	2001	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255918	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R5	India	unchanged	Ropar	filled in	2001	filled in	2001	filled in	2001	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255919	AL_Arctic_AL1b	Arctic AL1b	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R6	India	unchanged	Bathindia	filled in	2001	filled in	2001	filled in	2001	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255920	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R7	India	unchanged	Ludhiana	filled in	2002	filled in	2002	filled in	2002	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255921	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R8	India	unchanged	Ludhiana	filled in	2002	filled in	2002	filled in	2002	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255922	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R9	India	unchanged	Ropar	filled in	2002	filled in	2002	filled in	2002	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255923	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	buffalo	16954251	IIL R10	India	unchanged	Ludhiana	filled in	2002	filled in	2002	filled in	2002	updated	buffalo	unchanged		no	no	16954251	unchanged	
DQ255924	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R76	India	unchanged	Thrissur	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255925	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R81	India	unchanged	Thrissur	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255926	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Capra hircus	16954251	IIL R82	India	unchanged	Thrissur	filled in	2004	filled in	2004	filled in	2004	updated	Capra hircus	unchanged		no	no	16954251	unchanged	
DQ255927	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R94	India	unchanged	Thrissur	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255928	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R96	India	unchanged	Thrissur	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255929	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R97	India	unchanged	Thrissur	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255930	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Capra hircus	16954251	IIL R98	India	unchanged	Thrissur	filled in	2004	filled in	2004	filled in	2004	updated	Capra hircus	unchanged		no	no	16954251	unchanged	
DQ255931	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R109	India	unchanged	Manapoor	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255932	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Bos taurus	16954251	IIL R110	India	unchanged	Kottanallore	filled in	2004	filled in	2004	filled in	2004	updated	Bos taurus	unchanged		no	no	16954251	unchanged	
DQ255933	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Capra hircus	16954251	IIL R111	India	unchanged	Kootala	filled in	2004	filled in	2004	filled in	2004	updated	Capra hircus	unchanged		no	no	16954251	unchanged	
DQ255934	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Bos taurus	16954251	IIL R114	India	unchanged	Venginnissery	filled in	2004	filled in	2004	filled in	2004	updated	Bos taurus	unchanged		no	no	16954251	unchanged	
DQ255935	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	ILL R116	India	unchanged	Vadakkanchery	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255936	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R117	India	unchanged	Vythala	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255937	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Capra hircus	16954251	IIL R121	India	unchanged	Kuttala	filled in	2004	filled in	2004	filled in	2004	updated	Capra hircus	unchanged		no	no	16954251	unchanged	
DQ255938	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Bos taurus	16954251	IIL R122	India	unchanged	Aarattupuzha	filled in	2004	filled in	2004	filled in	2004	updated	Bos taurus	unchanged		no	no	16954251	unchanged	
DQ255939	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R123	India	unchanged	Chalakkudi	filled in	2004	filled in	2004	filled in	2004	updated	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255940	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R141	India	unchanged	Hyderabad	filled in	2005	filled in	2005	filled in	2005	unchanged	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255941	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R142	India	unchanged	Bangalore	filled in	2005	filled in	2005	filled in	2005	unchanged	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255942	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R144	India	unchanged	Bangalore	filled in	2005	filled in	2005	filled in	2005	unchanged	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ255943	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	695	15-Nov-05	26-Jul-16	Canis familiaris	16954251	IIL R145	India	unchanged	Bangalore	filled in	2005	filled in	2005	filled in	2005	unchanged	Canis familiaris	unchanged		no	no	16954251	unchanged	
DQ280334	AL_Arctic	Arctic	IND	India	-	-	-	2005	692	28-Dec-05	26-Jul-16	-	-	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Bos taurus	filled in		no	no	-	unchanged	
DQ521213	AL_Arctic_A	Arctic A	GRL	Greenland	-	1994	1994	1994	682	27-May-06	26-Jul-16	-	-	V875GLD	Greenland	unchanged	-	unchanged	1994	unchanged	1994	unchanged	1994	unchanged	-	unchanged		no	no	-	unchanged	Unknown
KC887332	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	679	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-01	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KC887335	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	678	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-09	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
DQ280331	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	666	28-Dec-05	26-Jul-16	-	-	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ280349	AL_Arctic	Arctic	IND	India	-	-	-	2005	663	28-Dec-05	26-Jul-16	-	-	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ280332	AL_Arctic_AL1a	Arctic AL1a	IND	India	-	-	-	2005	652	28-Dec-05	26-Jul-16	-	-	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Canis lupus familiaris	filled in		no	no	-	unchanged	
DQ280336	AL_Arctic	Arctic	IND	India	-	-	-	2005	652	28-Dec-05	26-Jul-16	-	-	-	India	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Felis catus	filled in		no	no	-	unchanged	
AY854601	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	630	30-Apr-05	26-Jul-16	Canis familiaris	-	V737KOR	South Korea	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Nyctereutes procyonoides	updated		no	no	-	unchanged	
KU958725	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	613	05-Apr-16	05-Apr-16	Canis familiaris	-	Anand/dog/saliva/1	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
AF360850	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	609	17-Apr-01	17-Apr-01	Vulpes vulpes	9191862	91RABN1578	Canada	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	9191862	unchanged	Google
AF360851	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	609	17-Apr-01	17-Apr-01	Vulpes vulpes	9191862	90RABN9285	Canada	filled in	-	unchanged	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF360852	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	609	17-Apr-01	17-Apr-01	Vulpes vulpes	9191862	91RABN0783	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF360853	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	609	17-Apr-01	17-Apr-01	Vulpes vulpes	9191862	90RABN9196	Canada	filled in	-	unchanged	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF360854	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	609	17-Apr-01	17-Apr-01	Vulpes vulpes	9191862	91RABN8480	Canada	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF360855	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	609	17-Apr-01	17-Apr-01	Vulpes vulpes	9191862	93RABN1090	Canada	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
KU958726	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	609	05-Apr-16	05-Apr-16	Canis familiaris	-	Anand/dog/saliva/2	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KU958727	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	609	05-Apr-16	05-Apr-16	Canis familiaris	-	Anand/dog/saliva/3	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KU882952	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	607	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/1	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KU958728	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	607	05-Apr-16	05-Apr-16	Canis familiaris	-	Anand/dog/saliva/4	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KU958729	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	607	05-Apr-16	05-Apr-16	Canis familiaris	-	Anand/dog/saliva/5	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KU958730	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	607	05-Apr-16	05-Apr-16	Canis familiaris	-	Anand/dog/brain/1	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KU958732	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	607	05-Apr-16	05-Apr-16	Felis catus	-	Anand/cattle/saliva/1	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Felis catus	unchanged		no	no	-	unchanged	
EF178161	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	606	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N2596	Canada	filled in	Daniel's Harbour	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes lagopus	updated		no	no	-	unchanged	Nadin Davis 2002
KU867249	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	606	05-Apr-16	05-Apr-16	Felis catus	-	Anand/cattle/brain/1	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Felis catus	unchanged		no	no	-	unchanged	
KU958731	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	604	05-Apr-16	05-Apr-16	Canis familiaris	-	Anand/dog/brain/2	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
KU882957	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	601	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/6	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KU882959	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	601	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/8	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KU882955	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	600	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/4	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
KU958724	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	600	05-Apr-16	05-Apr-16	hyena	-	Anand/hyena/brain/1	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	hyena	unchanged		no	no	-	unchanged	
EF178207	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	599	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N0573	Canada	filled in	Nain	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Nadin Davis 2002
KU882960	AL_Arctic_AL1a	Arctic AL1a	IND	India	Anand	-	-	2016	599	05-Apr-16	06-Apr-16	buffalo	-	Anand/buffalo/brain/9	India	unchanged	Anand	unchanged	-	unchanged	-	unchanged	2016	unchanged	buffalo	unchanged		no	no	-	unchanged	
DQ275552	AL_Arctic_A	Arctic A	GRL	Greenland	-	1994	1994	1994	598	10-Dec-05	26-Jul-16	-	-	V879GLD	Greenland	unchanged	-	unchanged	1994	unchanged	1994	unchanged	1994	unchanged	-	unchanged		no	no	-	unchanged	
KC887342	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	597	19-Jun-13	19-Jun-13	Felis catus	-	KVAFSU_BNG_RB-04	India	filled in	Karnataka	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Bos taurus	updated		no	no	-	unchanged	CATTLE, Chandrashekhara 2013
KC887343	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	597	19-Jun-13	19-Jun-13	Canis familiaris	-	KVAFSU_BNG_RD-19	India	filled in	Maharashtra	filled in	2012	unchanged	2012	unchanged	2012	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	Chandrashekhara 2013
KC887344	AL_Arctic_AL1a	Arctic AL1a	-	-	-	2012	2012	2012	597	19-Jun-13	19-Jun-13	buffalo	-	KVAFSU_BNG_RBF-20	India	filled in	Maharashtra	filled in	2012	unchanged	2012	unchanged	2012	unchanged	buffalo	unchanged		no	no	-	unchanged	Chandrashekhara 2013
