sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	notes
U43004	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9424POL	Poland	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43007	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	94250SLK	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	
U43010	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9465TCE	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	
U43014	AL_Cosmopolitan_ME2	Cosmopolitan ME2	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	93100TU	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	
U43016	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9308IRA	Iran	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43017	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9309IRA	Iran	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43018	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9320IRA	Iran	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43019	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9313IRA	Iran	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43020	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9330ISR	Israel	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43021	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9331ISR	Israel	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43022	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9332ISR	Israel	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43023	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9333ISR	Israel	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43024	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9125EAU	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	
AY034165	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TZA	Tanzania	-	-	-	2001	382	18-Jun-01	19-Dec-01	Crocuta crocuta	11742089	A503	Tanzania	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Crocuta crocuta	unchanged		no	no	11742089	unchanged	
AY034168	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TZA	Tanzania	-	-	-	2001	382	18-Jun-01	19-Dec-01	Crocuta crocuta	11742089	S226	Tanzania	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Crocuta crocuta	unchanged		no	no	11742089	unchanged	
AY034169	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TZA	Tanzania	-	-	-	2001	382	18-Jun-01	19-Dec-01	Crocuta crocuta	11742089	S83	Tanzania	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Crocuta crocuta	unchanged		no	no	11742089	unchanged	
AY034170	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TZA	Tanzania	-	-	-	2001	382	18-Jun-01	19-Dec-01	Crocuta crocuta	11742089	X518	Tanzania	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Crocuta crocuta	unchanged		no	no	11742089	unchanged	
KR337510	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	2009	2009	2009	361	14-Feb-16	14-Feb-16	-	26849358	RV28_2009	Latvia	unchanged	Kuldiga	filled in	2009	unchanged	2009	unchanged	2009	unchanged	Nyctereutes procyonoides	filled in		no	no	26849358	unchanged	
KR337552	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	2009	2009	2009	361	14-Feb-16	14-Feb-16	-	26849358	RV12_2009	Latvia	unchanged	Talsi	filled in	2009	unchanged	2009	unchanged	2009	unchanged	Nyctereutes procyonoides	filled in		no	no	26849358	unchanged	
KR337553	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	2009	2009	2009	361	14-Feb-16	14-Feb-16	-	26849358	RV13_2009	Latvia	unchanged	Talsi	filled in	2009	unchanged	2009	unchanged	2009	unchanged	Nyctereutes procyonoides	filled in		no	no	26849358	unchanged	
AY224153	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V691	Iran	filled in	Mobarakeh	filled in	2000	filled in	2000	filled in	2000	updated	Canis aureus	filled in		no	no	12948379	unchanged	
AY224154	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V708	Iran	filled in	Mamassani	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224155	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V685	Iran	filled in	Khash	filled in	2000	filled in	2000	filled in	2000	updated	Capra aegagrus hircus	filled in		no	no	12948379	unchanged	
AY224156	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V734	Iran	filled in	Isfahan	filled in	2000	filled in	2000	filled in	2000	updated	Equus asinus	filled in		no	no	12948379	unchanged	
AY224157	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V695	Iran	filled in	Jieroft	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224158	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V714	Iran	filled in	Kahnouj	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224159	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V696	Iran	filled in	Kahnouj	filled in	2000	filled in	2000	filled in	2000	updated	Camelus	filled in		no	no	12948379	unchanged	
AY224160	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V702	Iran	filled in	Jieroft	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224161	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V727	Iran	filled in	Jieroft	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224162	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V692	Iran	filled in	Farsan	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	12948379	unchanged	
AY224163	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V697	Iran	filled in	Gachsaran	filled in	2000	filled in	2000	filled in	2000	updated	Equus asinus	filled in		no	no	12948379	unchanged	
AY224164	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V715	Iran	filled in	Estahban	filled in	2000	filled in	2000	filled in	2000	updated	Canis aureus	filled in		no	no	12948379	unchanged	
AY224165	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V722	Iran	filled in	Shiraz	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224166	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V725	Iran	filled in	Iranshahr	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224167	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V687	Iran	filled in	Masjid Soleiman	filled in	2000	filled in	2000	filled in	2000	updated	Equus asinus	filled in		no	no	12948379	unchanged	
AY224168	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V699	Iran	filled in	Masjid Soleiman	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224169	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V730	Iran	filled in	Sanandaj	filled in	2000	filled in	2000	filled in	2000	updated	Ovis aries	filled in		no	no	12948379	unchanged	
AY224170	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V719	Iran	filled in	Delfan	filled in	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	12948379	unchanged	
AY224171	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V718	Iran	filled in	Sanandaj	filled in	2000	filled in	2000	filled in	2000	updated	Capra aegagrus hircus	filled in		no	no	12948379	unchanged	
AY224172	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V729	Iran	filled in	Iranshahr	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224173	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V711	Iran	filled in	Hashtroud	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224174	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V717	Iran	filled in	Mashad	filled in	2000	filled in	2000	filled in	2000	updated	Herpestidae	filled in		no	no	12948379	unchanged	
AY224175	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V726	Iran	filled in	Takab	filled in	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	12948379	unchanged	
AY224176	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V694	Iran	filled in	Divindareh	filled in	2000	filled in	2000	filled in	2000	updated	Canis lupus	filled in		no	no	12948379	unchanged	
AY224177	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V700	Iran	filled in	Miyando-ab 	filled in	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	12948379	unchanged	
AY224178	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V710	Iran	filled in	Qazvin	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY224179	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2003	350	13-Mar-03	25-Jul-16	-	12948379	V713	Iran	filled in	Qazvin	filled in	2000	filled in	2000	filled in	2000	updated	Bos taurus	filled in		no	no	12948379	unchanged	
AY705408	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	109-Eur	Finland	filled in	-	unchanged	1988	filled in	1988	filled in	1988	updated	Vulpes vulpes	filled in		no	no	17558542	unchanged	Date from ID name in paper; not explicitly stated
AY705409	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	113-Eur	Finland	filled in	-	unchanged	1988	filled in	1988	filled in	1988	updated	Nyctereutes procyonoides	filled in		no	no	17558542	unchanged	Date from ID name in paper; not explicitly stated
AY705410	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	120-Eur	Estonia	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Vulpes vulpes	filled in		no	no	17558542	unchanged	Date from ID name in paper; not explicitly stated
AY705411	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	124-Eur	Estonia	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Vulpes vulpes	filled in		no	no	17558542	unchanged	Date from ID name in paper; not explicitly stated
AY705415	AL_Cosmopolitan_NEE	Cosmopolitan NEE	FIN	Finland	-	-	-	2007	334	03-Jan-07	26-Jul-16	-	-	1904-Fin	Finland	unchanged	-	unchanged	2003	filled in	2003	filled in	2003	updated	Equus caballus	filled in		no	no	-	unchanged	Date from ID name in paper; not explicitly stated found in 17558542
AY705418	AL_Cosmopolitan_NEE	Cosmopolitan NEE	RUS	Russia	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	3-Rus	Russia	unchanged	Pskov	filled in	2002	filled in	2002	filled in	2002	updated	Nyctereutes procyonoides	filled in		no	no	17558542	unchanged	
AY705424	AL_Cosmopolitan_NEE	Cosmopolitan NEE	RUS	Russia	-	-	-	2007	334	22-Jun-07	26-Jul-16	-	17558542	7-Rus	Russia	unchanged	Pskov	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	filled in		no	no	17558542	unchanged	
AY705429	AL_Cosmopolitan_NEE	Cosmopolitan NEE	EST	Estonia	-	-	-	2007	334	22-Jun-07	26-Jul-16	Vulpes vulpes	17558542	EST	Estonia	unchanged	-	unchanged	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	unchanged		no	no	17558542	unchanged	
DQ269940	AL_Cosmopolitan_NEE	Cosmopolitan NEE	FIN	Finland	-	-	-	2006	334	01-Nov-06	26-Jul-16	Felis catus	-	RV1511/1988	Finland	unchanged	-	unchanged	1988	filled in	1988	filled in	1988	updated	Felis catus	unchanged		no	no	-	unchanged	From ID
DQ462429	AL_Cosmopolitan_NEE	Cosmopolitan NEE	RUS	Russia	Bryansk	-	-	2007	334	01-Apr-07	26-Jul-16	Vulpes vulpes	17558542	33/2005	Russia	unchanged	Bryansk	unchanged	2005	filled in	2005	filled in	2005	updated	Vulpes vulpes	unchanged		no	no	17558542	unchanged	From ID
DQ462437	AL_Cosmopolitan_NEE	Cosmopolitan NEE	RUS	Russia	-	-	-	2007	334	01-Apr-07	26-Jul-16	-	17558542	Leningrad-arch. 2005	Russia	unchanged	Leningrad	filled in	1990	filled in	1990	filled in	1990	updated	Vulpes vulpes	filled in		no	no	17558542	unchanged	
AJ296182	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3821	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296183	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3813	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296184	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Canis familiaris	11876006	ygdg3837	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Canis familiaris	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296185	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3832	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296186	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Canis familiaris	11876006	ygdg3830	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Canis familiaris	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296187	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3806	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296188	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3807	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296189	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3808	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296190	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3814	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296191	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3822	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296192	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Canis familiaris	11876006	ygdg3834	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Canis familiaris	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296193	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3810	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296194	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3815	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296195	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3825	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296196	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3812	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296197	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3819	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296198	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3805	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296199	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3809	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296200	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3824	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296201	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3811	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296202	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3833	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296203	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3829	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296204	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3835	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296205	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3817	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296206	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3827	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296207	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Felis catus	11876006	ygct3826	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Felis catus	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296208	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3816	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296209	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3818	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296210	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3823	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AJ296211	AL_Cosmopolitan_EE	Cosmopolitan EE	SRB	Serbia	-	-	-	2001	330	21-Oct-01	26-Jul-16	Vulpes vulpes	11876006	ygfx3831	Serbia	unchanged	-	unchanged	-	unchanged	1996	filled in	1998	updated	Vulpes vulpes	unchanged		no	no	11876006	unchanged	1996 - 1998
AF162801	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2000	328	16-Feb-00	26-Jul-16	-	10655381	A	Israel	filled in	-	unchanged	-	unchanged	1993	filled in	1998	updated	-	unchanged		no	no	10655381	unchanged	1993 - 1998. Info available for whole set but not each sample
AF162802	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2000	328	16-Feb-00	26-Jul-16	-	10655381	B	Israel	filled in	-	unchanged	-	unchanged	1993	filled in	1998	updated	-	unchanged		no	no	10655381	unchanged	1993 - 1998. Info available for whole set but not each sample
AF162803	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2000	328	16-Feb-00	26-Jul-16	-	10655381	C	Israel	filled in	-	unchanged	-	unchanged	1993	filled in	1998	updated	-	unchanged		no	no	10655381	unchanged	1993 - 1998. Info available for whole set but not each sample
AF162804	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2000	328	16-Feb-00	26-Jul-16	-	10655381	D	Israel	filled in	-	unchanged	-	unchanged	1993	filled in	1998	updated	-	unchanged		no	no	10655381	unchanged	1993 - 1998. Info available for whole set but not each sample
